iter	Logloss
0	0.5288882446
1	0.4395344849
2	0.3619759521
3	0.2816646729
4	0.2074720154
5	0.1752066803
6	0.1430186768
7	0.1285949707
8	0.1095484161
9	0.09078346252
10	0.07383678436
11	0.06662203217
12	0.05595491791
13	0.05172306824
14	0.04568406677
15	0.04043925476
16	0.03693253326
17	0.03393128204
18	0.03053563881
19	0.02813484192
20	0.02642051697
21	0.02521351814
22	0.02385031509
23	0.02274953461
24	0.02177448082
25	0.02082514763
26	0.01995198822
27	0.01932092285
28	0.01868916702
29	0.01776134872
30	0.01686591339
31	0.01645589256
32	0.0159846735
33	0.0155059166
34	0.01486549568
35	0.01417053795
36	0.01371476555
37	0.01333676147
38	0.0126624527
39	0.01227185631
40	0.01188178444
41	0.01144318295
42	0.01118238735
43	0.01098554611
44	0.01080041885
45	0.01057231426
46	0.01021942902
47	0.009651479721
48	0.009471534729
49	0.00946177578
50	0.009211933136
51	0.008892988205
52	0.008722545624
53	0.008449123383
54	0.008266427994
55	0.008107293129
56	0.007874470711
57	0.007695116043
58	0.007485569954
59	0.007363074303
60	0.00713236618
61	0.006854400158
62	0.006698861122
63	0.006494657516
64	0.006398222923
65	0.006289762497
66	0.006034794331
67	0.005888261795
68	0.005712001801
69	0.005666646004
70	0.005547945499
71	0.005437541485
72	0.005343034267
73	0.005237430573
74	0.005145145416
75	0.005013102531
76	0.004902828217
77	0.004759122372
78	0.004654213905
79	0.004422094822
80	0.004291008472
81	0.004160306931
82	0.004086371422
83	0.003980233669
84	0.003875884056
85	0.003798336983
86	0.003688858509
87	0.003584298134
88	0.003502958298
89	0.003466423988
90	0.00341959095
91	0.003378253222
92	0.003313435555
93	0.00323312664
94	0.003163259745
95	0.003097568989
96	0.003052572489
97	0.002940775871
98	0.002878208637
99	0.002778786182
100	0.002714688778
101	0.002675200462
102	0.002630573273
103	0.00254209733
104	0.002513530493
105	0.00247243166
106	0.002429298878
107	0.002404534578
108	0.00236236763
109	0.002298485756
110	0.002209421635
111	0.002171751022
112	0.002122434616
113	0.002088912964
114	0.002037556648
115	0.00196661818
116	0.001945828438
117	0.001911618114
118	0.001887028098
119	0.00183432579
120	0.001813989639
121	0.001788509607
122	0.001772983551
123	0.001721532106
124	0.001695246696
125	0.001669790506
126	0.001652404547
127	0.001635470152
128	0.001600998521
129	0.001578255177
130	0.001561571121
131	0.001540284634
132	0.001511220932
133	0.001468905926
134	0.001449156761
135	0.001428504705
136	0.00141285336
137	0.001400115013
138	0.001368984938
139	0.001354809403
140	0.001340544939
141	0.001309392214
142	0.001285169125
143	0.001266318679
144	0.00124243331
145	0.001227555871
146	0.001210227013
147	0.001195831776
148	0.001177307367
149	0.001163090467
150	0.001133340836
151	0.001112759113
152	0.001091333866
153	0.001070199966
154	0.001060927391
155	0.001034223795
156	0.001021446943
157	0.001009295464
158	0.0009925979972
159	0.0009826449156
160	0.0009762399793
161	0.0009690849781
162	0.0009530428052
163	0.0009378276467
164	0.0009181306362
165	0.0009081382751
166	0.0008917649388
167	0.0008800640106
168	0.000870017767
169	0.0008625651598
170	0.0008533582687
171	0.0008424137235
172	0.0008332747817
173	0.0008231688738
174	0.0008112491369
175	0.0008069531918
176	0.0007945820093
177	0.0007811017632
178	0.000770252645
179	0.0007620899677
180	0.0007514457107
181	0.0007375895381
182	0.0007280080914
183	0.0007155787349
184	0.0007065742016
185	0.0006996873617
186	0.0006942600012
187	0.0006877552867
188	0.0006780833006
189	0.0006664910316
190	0.0006589481831
191	0.0006498699188
192	0.000644395113
193	0.0006386797428
194	0.0006299917698
195	0.0006214782596
196	0.0006185237169
197	0.0006102851033
198	0.0006038298011
199	0.0006004236937
200	0.0005915821195
201	0.000586137414
202	0.0005775933266
203	0.0005703398585
204	0.0005653717518
205	0.0005572845936
206	0.0005529614687
207	0.000545424819
208	0.0005412886143
209	0.0005370094776
210	0.0005307724476
211	0.0005233258009
212	0.0005156817436
213	0.0005084700584
214	0.000506034255
215	0.0005022270679
216	0.0004975887537
217	0.0004943295419
218	0.0004917067885
219	0.0004864899814
220	0.0004823810458
221	0.0004771152139
222	0.0004738424718
223	0.0004702472389
224	0.0004645888209
225	0.0004614248872
226	0.0004585978985
227	0.0004531233907
228	0.000446439445
229	0.0004424412847
230	0.0004384307265
231	0.0004331583679
232	0.0004286389649
233	0.000426359266
234	0.0004228523374
235	0.000421350956
236	0.0004170987606
237	0.000414221555
238	0.0004124812484
239	0.0004080329537
240	0.00040501073
241	0.0004010218084
242	0.0003976274729
243	0.0003946663439
244	0.0003891187906
245	0.0003840337098
246	0.0003810650706
247	0.0003810625672
248	0.0003793802261
249	0.0003793728352
250	0.0003777957857
251	0.0003735256791
252	0.0003703439534
253	0.0003703496158
254	0.0003703374267
255	0.0003703369796
256	0.0003703359962
257	0.0003697508574
258	0.0003667095304
259	0.0003644726276
260	0.0003613921404
261	0.0003576602936
262	0.0003549569547
263	0.0003525515497
264	0.0003525528014
265	0.0003512416482
266	0.0003478954732
267	0.0003456078172
268	0.0003432145417
269	0.000339774251
270	0.0003375211656
271	0.0003354636431
272	0.000335460186
273	0.0003354585171
274	0.000335292995
275	0.0003352914453
276	0.0003352683783
277	0.0003352513313
278	0.0003352588117
279	0.0003346618712
280	0.0003346486688
281	0.0003323411942
282	0.0003294794559
283	0.0003275114298
284	0.0003255153596
285	0.0003215196729
286	0.0003215075135
287	0.0003215098679
288	0.0003215098381
289	0.0003215082288
290	0.0003215060532
291	0.0003215060532
292	0.0003215060532
293	0.0003215060532
294	0.0003215060532
295	0.0003215060532
296	0.0003215060532
297	0.0003215060532
298	0.0003215060532
299	0.0003215060532
300	0.0003215060532
301	0.0003215060532
302	0.0003215060532
303	0.0003215060532
304	0.0003215060532
305	0.0003215060532
306	0.0003215060532
307	0.0003215060532
308	0.0003215060532
309	0.0003215060532
310	0.0003215060532
311	0.0003215060532
312	0.0003215060532
313	0.0003215060532
314	0.0003215060532
315	0.0003215060532
316	0.0003215060532
317	0.0003215060532
318	0.0003215060532
319	0.0003215060532
320	0.0003215060532
321	0.0003215060532
322	0.0003215060532
323	0.0003215060532
324	0.0003215060532
325	0.0003215060532
326	0.0003215060532
327	0.0003215060532
328	0.0003215060532
329	0.0003215060532
330	0.0003215060532
331	0.0003215060532
332	0.0003215060532
333	0.0003215060532
334	0.0003215060532
335	0.0003215060532
336	0.0003215056062
337	0.0003214941919
338	0.0003214884102
339	0.0003214992583
340	0.0003214867711
341	0.0003214895427
342	0.0003214826584
343	0.0003214970827
344	0.0003214907646
345	0.0003214841783
346	0.0003214655221
347	0.0003214630485
348	0.000321469903
349	0.0003214645982
350	0.0003214556277
351	0.0003214601278
352	0.0003214513659
353	0.0003214567006
354	0.0003214577734
355	0.0003214374185
356	0.0003214469254
357	0.0003214448094
358	0.0003211746812
359	0.0003211625516
360	0.0003211625218
361	0.000321167767
362	0.0003211323619
363	0.0003211211264
364	0.0003211274147
365	0.0003211285472
366	0.0003211169243
367	0.0003211212754
368	0.0003211185336
369	0.0003211241364
370	0.0003211145103
371	0.0003211194277
372	0.0003211151361
373	0.0003211180568
374	0.0003211081326
375	0.0003211047649
376	0.0003211043775
377	0.0003211027682
378	0.0003210884035
379	0.0003210791945
380	0.0003210908175
381	0.0003210952282
382	0.0003210757673
383	0.0003210821748
384	0.0003210842609
385	0.0003210788667
386	0.0003210781217
387	0.0003210861087
388	0.0003210742474
389	0.0003210842907
390	0.0003210678101
391	0.0003210720122
392	0.0003210709691
393	0.0003210861385
394	0.0003210678697
395	0.000321069181
396	0.0003210736513
397	0.0003210860491
398	0.0003210786581
399	0.0003210831285
400	0.0003210745454
401	0.0003210701346
402	0.0003210632503
403	0.0003210553825
404	0.0003210734129
405	0.0003210469484
406	0.0003210354447
407	0.0003210456371
408	0.0003210243285
409	0.0003210283518
410	0.0003210158348
411	0.0003210214078
412	0.0003210259378
413	0.0003210219741
414	0.0003210206032
415	0.0003210122883
416	0.0003210139275
417	0.0003210191727
418	0.0003210270405
419	0.000321023345
420	0.0003210155368
421	0.0003210167289
422	0.0003210195005
423	0.0003210086823
424	0.0003210091591
425	0.0003209610581
426	0.0003209641576
427	0.000320959568
428	0.0003209469318
429	0.0003209584653
430	0.0003209550977
431	0.0003209552765
432	0.0003209650517
433	0.0003209595978
434	0.000320961535
435	0.0003209467828
436	0.0003209585547
437	0.0003209500909
438	0.0003209272623
439	0.0003209373653
440	0.0003209142387
441	0.0003209142387
442	0.0003209142387
443	0.0003209142387
444	0.0003209142387
445	0.0003209142387
446	0.0003209142387
447	0.0003209142387
448	0.0003209142387
449	0.0003209142387
450	0.0003209142387
451	0.0003209142387
452	0.0003209142387
453	0.0003209142387
454	0.0003209142387
455	0.0003209142387
456	0.0003209142387
457	0.0003209142387
458	0.0003209142387
459	0.0003209142387
460	0.0003209142387
461	0.0003209142387
462	0.0003209142387
463	0.0003209142387
464	0.0003209142387
465	0.0003209142387
466	0.0003209142387
467	0.0003209142387
468	0.0003209142387
469	0.0003209142387
470	0.0003209142387
471	0.0003209142387
472	0.0003209142387
473	0.0003209142387
474	0.0003209142387
475	0.0003209142387
476	0.0003209142387
477	0.0003209142387
478	0.0003209142387
479	0.0003209142387
480	0.0003209142387
481	0.0003209142387
482	0.0003209142387
483	0.0003209142387
484	0.0003209142387
485	0.0003209142387
486	0.0003209142387
487	0.0003209142387
488	0.0003209142387
489	0.0003209142387
490	0.0003209142387
491	0.0003209142387
492	0.0003209142387
493	0.0003209142387
494	0.0003209142387
495	0.0003209142387
496	0.0003209142387
497	0.0003209142387
498	0.0003209142387
499	0.0003209142387
500	0.0003209142387
501	0.0003209142387
502	0.0003209142387
503	0.0003209142387
504	0.0003209142387
505	0.0003209142387
506	0.0003209142387
507	0.0003209142387
508	0.0003209142387
509	0.0003209142387
510	0.0003209142387
511	0.0003209142387
512	0.0003209142387
513	0.0003209142387
514	0.0003209142387
515	0.0003209142387
516	0.0003209142387
517	0.0003209142387
518	0.0003209142387
519	0.0003209142387
520	0.0003209142387
521	0.0003209142387
522	0.0003209142387
523	0.0003209142387
524	0.0003209142387
525	0.0003209142387
526	0.0003209142387
527	0.0003209142387
528	0.0003209142387
529	0.0003209142387
530	0.0003209142387
531	0.0003209142387
532	0.0003209142387
533	0.0003209142387
534	0.0003209142387
535	0.0003209142387
536	0.0003209142387
537	0.0003209142387
538	0.0003209142387
539	0.0003209142387
540	0.0003209142387
541	0.0003209142387
542	0.0003209142387
543	0.0003209142387
544	0.0003209142387
545	0.0003209142387
546	0.0003209142387
547	0.0003209142387
548	0.0003209142387
549	0.0003209142387
550	0.0003209142387
551	0.0003209142387
552	0.0003209142387
553	0.0003209142387
554	0.0003209142387
555	0.0003209142387
556	0.0003209142387
557	0.0003209142387
558	0.0003209142387
559	0.0003209142387
560	0.0003209142387
561	0.0003209142387
562	0.0003209142387
563	0.0003209142387
564	0.0003209142387
565	0.0003209142387
566	0.0003209142387
567	0.0003209142387
568	0.0003209142387
569	0.0003209142387
570	0.0003209142387
571	0.0003209142387
572	0.0003209142387
573	0.0003209142387
574	0.0003209142387
575	0.0003209142387
576	0.0003209142387
577	0.0003209142387
578	0.0003209142387
579	0.0003209142387
580	0.0003209142387
581	0.0003209142387
582	0.0003209142387
583	0.0003209142387
584	0.0003209142387
585	0.0003209142387
586	0.0003209142387
587	0.0003209142387
588	0.0003209142387
589	0.0003209142387
590	0.0003209142387
591	0.0003209142387
592	0.0003209142387
593	0.0003209142387
594	0.0003209142387
595	0.0003209142387
596	0.0003209142387
597	0.0003209142387
598	0.0003209142387
599	0.0003209142387
600	0.0003209142387
601	0.0003209142387
602	0.0003209142387
603	0.0003209142387
604	0.0003209142387
605	0.0003209142387
606	0.0003209142387
607	0.0003209142387
608	0.0003209142387
609	0.0003209142387
610	0.0003209142387
611	0.0003209142387
612	0.0003209142387
613	0.0003209142387
614	0.0003209142387
615	0.0003209142387
616	0.0003209142387
617	0.0003209142387
618	0.0003209142387
619	0.0003209142387
620	0.0003209142387
621	0.0003209142387
622	0.0003209142387
623	0.0003209142387
624	0.0003209142387
625	0.0003209142387
626	0.0003209142387
627	0.0003209142387
628	0.0003209142387
629	0.0003209142387
630	0.0003209142387
631	0.0003209142387
632	0.0003209142387
633	0.0003209142387
634	0.0003209142387
635	0.0003209142387
636	0.0003209142387
637	0.0003209142387
638	0.0003209142387
639	0.0003209142387
640	0.0003209142387
641	0.0003209142387
642	0.0003209142387
643	0.0003209142387
644	0.0003209142387
645	0.0003209142387
646	0.0003209142387
647	0.0003209142387
648	0.0003209142387
649	0.0003209142387
650	0.0003209142387
651	0.0003209142387
652	0.0003209142387
653	0.0003209142387
654	0.0003209142387
655	0.0003209142387
656	0.0003209142387
657	0.0003209142387
658	0.0003209142387
659	0.0003209142387
660	0.0003209142387
661	0.0003209142387
662	0.0003209142387
663	0.0003209142387
664	0.0003209142387
665	0.0003209142387
666	0.0003209142387
667	0.0003209142387
668	0.0003209142387
669	0.0003209142387
670	0.0003209142387
671	0.0003209142387
672	0.0003209142387
673	0.0003209142387
674	0.0003209142387
